Class,cg-na,cg-npm,Pattern,count
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunction,16,47,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.MaxTimestampGroupByFunction,6,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunction,6,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunction,6,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinDoubleGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinIntGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunction,16,47,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunction,6,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumDoubleGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumFloatGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumIntGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunction,6,26,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.SumLongGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.test.TestSumDoubleGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.test.TestSumStringGroupByFunction,9,26,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.test.TestSumTDoubleGroupByFunction,9,23,Decorator;State;(Object)Adapter,3
io.questdb.std.ObjList,117,1209,(Object)Adapter;Proxy,39
io.questdb.mp.RingQueue,10,6,(Object)Adapter,2
io.questdb.cutlass.text.CopyRequestJob,162,9,Template Method;State;(Object)Adapter,9
io.questdb.network.AbstractIODispatcher,440,69,Template Method;Bridge;(Object)Adapter,10
io.questdb.griffin.engine.groupby.vect.SumLong256VectorAggregateFunction,45,56,State;(Object)Adapter,5
io.questdb.griffin.engine.groupby.vect.DistinctFunc,0,42,State;(Object)Adapter,42
io.questdb.griffin.engine.groupby.vect.KeyValueFunc,0,42,State;(Object)Adapter,42
io.questdb.griffin.engine.groupby.vect.AvgDoubleVectorAggregateFunction,32,44,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.AvgIntVectorAggregateFunction,32,44,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.AvgLongVectorAggregateFunction,32,44,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.KSumDoubleVectorAggregateFunction,36,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxDateVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxDoubleVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxIntVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxLongVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MaxTimestampVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinDateVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinDoubleVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinIntVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinLongVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.MinTimestampVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.NSumDoubleVectorAggregateFunction,48,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumDateVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumDoubleVectorAggregateFunction,36,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumIntVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumLongVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.groupby.vect.SumTimestampVectorAggregateFunction,24,40,State;(Object)Adapter,4
io.questdb.griffin.engine.functions.rnd.RndStringMemory,10,6,(Object)Adapter,2
io.questdb.griffin.engine.groupby.vect.CountVectorAggregateFunction,6,22,State;(Object)Adapter,2
io.questdb.cutlass.http.processors.JsonQueryProcessorState,230,127,State;(Object)Adapter,5
io.questdb.cairo.sql.RecordCursorFactory,45,300,Decorator;State;(Object)Adapter;Proxy,15
io.questdb.cutlass.http.processors.TextQueryProcessorState,36,4,(Object)Adapter,2
io.questdb.std.AtomicIntList,4,7,(Object)Adapter,1
io.questdb.cairo.wal.WalWriter,626,431,State;(Object)Adapter,13
io.questdb.cairo.wal.WalWriterEvents,20,1,State;(Object)Adapter,2
io.questdb.cutlass.text.ParallelCsvFileImporter,608,180,State;(Object)Adapter;Proxy,14
io.questdb.std.str.StringSink,9,144,(Object)Adapter,9
io.questdb.cutlass.text.TextMetadataDetector,70,26,State;(Object)Adapter;Proxy,5
io.questdb.cairo.ColumnVersionWriter,10,30,State;(Object)Adapter,2
io.questdb.cairo.TableWriterMetadata,8,15,(Object)Adapter,1
io.questdb.cairo.TxWriter,68,185,State;(Object)Adapter,4
io.questdb.log.SyncLogger,52,158,Decorator;State;(Object)Adapter,4
io.questdb.std.ThreadLocal,4,7,State;(Object)Adapter,4
io.questdb.log.Logger,52,162,Decorator;State;(Object)Adapter,4
io.questdb.std.IntList,64,480,(Object)Adapter;Proxy,16
io.questdb.griffin.engine.table.BwdTableReaderPageFrameCursor,146,63,Decorator;State;(Object)Adapter,8
io.questdb.griffin.engine.table.FwdTableReaderPageFrameCursor,146,63,Decorator;State;(Object)Adapter,8
io.questdb.griffin.UpdateOperatorImpl,84,7,State;(Object)Adapter,7
io.questdb.griffin.DropIndexOperator,24,1,State;(Object)Adapter,3
io.questdb.cutlass.text.CopyContext,5,5,(Object)Adapter,1
io.questdb.cutlass.text.CopyRequestTask,10,12,(Object)Adapter,1
io.questdb.cairo.wal.ApplyWal2TableJob,136,10,Template Method;State;(Object)Adapter,8
io.questdb.std.IntLongHashMap,4,8,Template Method;(Object)Adapter,2
io.questdb.griffin.PurgingOperator,28,10,State;(Object)Adapter,4
io.questdb.griffin.engine.functions.bind.StrBindVariable,3,17,(Object)Adapter,1
io.questdb.cairo.sql.VirtualRecord,12,140,Decorator;(Object)Adapter,4
io.questdb.std.ObjHashSet,8,11,(Object)Adapter,1
io.questdb.cairo.map.CompactMap,75,35,(Object)Adapter,3
io.questdb.cairo.map.FastMap,61,77,Template Method;(Object)Adapter,3
io.questdb.cairo.sql.async.PageFrameSequence,145,118,State;(Object)Adapter,5
io.questdb.cairo.wal.WalReader,42,39,State;(Object)Adapter,3
io.questdb.griffin.engine.table.FilterOnValuesRecordCursorFactory,48,16,Template Method;(Object)Adapter,4
io.questdb.cutlass.line.udp.CharSequenceCache,0,2,State;(Object)Adapter,2
io.questdb.cutlass.line.udp.LineUdpParserImpl,651,95,State;(Object)Adapter,17
io.questdb.cairo.ptt.IsoDatePartitionFormat,4,4,Decorator;(Object)Adapter,2
io.questdb.cairo.PartitionBy,28,13,Decorator;State;(Object)Adapter,4
io.questdb.cairo.O3PartitionPurgeJob,35,5,Template Method;State;(Object)Adapter,5
io.questdb.log.TemplateParser,9,10,(Object)Adapter,1
io.questdb.log.LogRollingFileWriter,328,82,Template Method;State;(Object)Adapter,8
io.questdb.log.HttpLogRecordSink,8,14,(Object)Adapter,1
io.questdb.log.LogAlertSocketWriter,192,115,Template Method;State;(Object)Adapter,6
io.questdb.std.str.Path,45,200,(Object)Adapter,5
io.questdb.cairo.sql.PageAddressCacheRecord,30,90,State;(Object)Adapter,3
io.questdb.cairo.TableReaderRecord,3,33,(Object)Adapter,1
io.questdb.cairo.TableReaderSelectedColumnRecord,8,62,(Object)Adapter,2
io.questdb.cairo.wal.WalDataRecord,2,33,(Object)Adapter,1
io.questdb.network.IOContextFactoryImpl,2,3,(Object)Adapter,1
io.questdb.network.Epoll,14,11,State;(Object)Adapter,2
io.questdb.network.IODispatcherLinux,12,2,Template Method;(Object)Adapter,2
io.questdb.network.Kqueue,18,25,State;(Object)Adapter,2
io.questdb.network.IODispatcherOsx,14,2,Template Method;(Object)Adapter,2
io.questdb.cairo.RebuildColumnBase,50,45,Template Method;Bridge;(Object)Adapter,5
io.questdb.griffin.SqlCompiler,133,63,State;(Object)Adapter;Proxy,7
io.questdb.std.DirectLongList,24,60,State;(Object)Adapter,3
io.questdb.cairo.map.Map,0,217,State;(Object)Adapter,31
io.questdb.griffin.engine.table.LatestByAllSymbolsFilteredRecordCursor,35,20,Template Method;State;(Object)Adapter,5
io.questdb.griffin.engine.table.LatestByAllFilteredRecordCursor,15,14,Template Method;State;(Object)Adapter,5
io.questdb.griffin.engine.table.LatestByAllRecordCursor,6,8,Template Method;State;(Object)Adapter,3
io.questdb.cairo.vm.api.MemoryARW,0,4,(Object)Adapter,4
io.questdb.griffin.engine.join.LongChain,2,4,(Object)Adapter,1
io.questdb.cairo.vm.MemorySRImpl,21,17,State;(Object)Adapter,3
io.questdb.cairo.SymbolColumnIndexer,18,40,(Object)Adapter;Proxy,3
io.questdb.cutlass.text.CsvFileIndexer,288,51,State;(Object)Adapter,6
io.questdb.std.FilesFacade,36,2412,State;(Object)Adapter,36
io.questdb.cairo.TableToken,20,35,(Object)Adapter,5
io.questdb.std.IntHashSet,4,28,Template Method;(Object)Adapter,2
io.questdb.std.LowerCaseCharSequenceObjHashMap,3,36,Template Method;(Object)Adapter,3
io.questdb.griffin.engine.ops.AlterOperation,137,75,State;(Object)Adapter,9
io.questdb.log.LogAlertSocket,78,39,State;(Object)Adapter,3
io.questdb.cairo.vm.api.MemoryMR,0,3,(Object)Adapter,3
io.questdb.cairo.IndexBuilder,20,9,Template Method;State;(Object)Adapter;Proxy,5
io.questdb.mp.SCSequence,0,35,(Object)Adapter,5
io.questdb.log.LogConsoleWriter,10,5,Template Method;(Object)Adapter,2
io.questdb.log.LogFileWriter,26,15,Template Method;(Object)Adapter,2
io.questdb.mp.Sequence,0,56,State;Bridge;(Object)Adapter,14
io.questdb.mp.AbstractQueueConsumerJob,6,0,Template Method;Bridge;(Object)Adapter,3
io.questdb.log.Log,0,2516,Decorator;State;Bridge;(Object)Adapter,148
io.questdb.cutlass.text.TextMetadataParser,64,8,State;(Object)Adapter,2
io.questdb.cutlass.http.HttpConnectionContext,120,108,State;(Object)Adapter,5
io.questdb.cairo.RecoverVarIndex,3,0,Template Method;State;(Object)Adapter,3
io.questdb.cairo.CairoConfiguration,180,6948,Decorator;State;Bridge;(Object)Adapter,36
io.questdb.std.Rnd,180,840,(Object)Adapter,30
io.questdb.griffin.engine.functions.rnd.RndStrFunction,4,3,(Object)Adapter,1
io.questdb.griffin.engine.table.HeapRowCursorFactory,8,8,(Object)Adapter,2
io.questdb.griffin.engine.table.SequentialRowCursorFactory,16,14,Decorator;(Object)Adapter,5
io.questdb.griffin.engine.table.AbstractTreeSetRecordCursorFactory,6,0,Template Method;Bridge;(Object)Adapter,3
io.questdb.griffin.engine.table.DataFrameRecordCursorFactory,48,40,Template Method;State;(Object)Adapter,4
io.questdb.griffin.engine.table.LatestByValueFilteredRecordCursorFactory,6,6,Template Method;State;(Object)Adapter,3
io.questdb.griffin.engine.table.DataFrameRecordCursorImpl,25,37,State;(Object)Adapter,5
io.questdb.griffin.engine.table.FilterOnExcludedValuesRecordCursorFactory,54,15,Template Method;(Object)Adapter,3
io.questdb.griffin.engine.table.SortedSymbolIndexRecordCursorFactory,2,6,Template Method;(Object)Adapter,2
io.questdb.griffin.engine.table.LatestByValueIndexedFilteredRecordCursor,21,15,State;(Object)Adapter,3
io.questdb.griffin.engine.table.LatestByValueIndexedFilteredRecordCursorFactory,4,4,Template Method;(Object)Adapter,2
io.questdb.griffin.engine.table.LatestByValueListRecordCursor,39,21,State;(Object)Adapter,3
io.questdb.griffin.engine.table.LatestByDeferredListValuesFilteredRecordCursorFactory,10,4,Template Method;(Object)Adapter,2
io.questdb.TelemetryJob,12,4,Template Method;State;(Object)Adapter,3
io.questdb.cairo.ColumnPurgeJob,130,15,Template Method;State;(Object)Adapter,5
io.questdb.cairo.wal.WalPurgeJob,133,20,Template Method;State;(Object)Adapter,7
io.questdb.std.ConcurrentHashMap,186,155,Template Method;(Object)Adapter,5
io.questdb.cairo.pool.AbstractMultiTenantPool,60,26,Template Method;Bridge;(Object)Adapter,5
io.questdb.cairo.pool.WriterPool,84,43,Template Method;State;(Object)Adapter,6
io.questdb.griffin.SqlExecutionContext,0,344,State;Bridge;(Object)Adapter,8
io.questdb.std.IntStack,7,9,(Object)Adapter,1
io.questdb.griffin.SqlExecutionContextImpl,100,171,State;(Object)Adapter,5
io.questdb.griffin.engine.analytic.AnalyticContextImpl,6,8,(Object)Adapter,1
io.questdb.cairo.CairoEngine,237,819,Template Method;State;(Object)Adapter;Proxy,15
io.questdb.cairo.wal.CheckWalTransactionsJob,30,7,Template Method;State;(Object)Adapter,3
io.questdb.cairo.pool.WalWriterPool,2,0,Template Method;(Object)Adapter,2
io.questdb.cairo.wal.WalWriterMetadata,7,13,(Object)Adapter,1
io.questdb.griffin.engine.table.AbstractDataFrameRecordCursor,16,28,Decorator;Bridge;(Object)Adapter,4
io.questdb.cairo.AbstractTableNameRegistry,6,8,(Object)Adapter,2
io.questdb.cairo.TableNameRegistryFileStore,30,18,State;(Object)Adapter,3
io.questdb.MessageBus,0,480,State;(Object)Adapter,10
io.questdb.cairo.sql.async.PageFrameReduceJob,18,9,State;(Object)Adapter,3
io.questdb.cairo.AbstractFullDataFrameCursor,4,4,(Object)Adapter,1
io.questdb.cairo.AbstractIntervalDataFrameCursor,36,17,Bridge;(Object)Adapter,2
io.questdb.std.ObjStack,6,8,(Object)Adapter,1
io.questdb.griffin.BasePlanSink,16,28,(Object)Adapter,2
io.questdb.cutlass.line.tcp.TableStructureAdapter,18,17,State;(Object)Adapter,2
io.questdb.cairo.BitmapIndexFwdReader,28,11,Decorator;(Object)Adapter,4
io.questdb.std.IntLongPriorityQueue,3,7,(Object)Adapter,1
io.questdb.griffin.engine.table.HeapRowCursor,12,15,Decorator;(Object)Adapter,6
io.questdb.griffin.engine.table.LatestByValueIndexedRowCursor,5,10,Decorator;(Object)Adapter,5
io.questdb.griffin.engine.table.LatestByValueDeferredIndexedRowCursorFactory,10,8,State;(Object)Adapter,2
io.questdb.griffin.engine.table.LatestByValueIndexedRowCursorFactory,4,3,(Object)Adapter,1
io.questdb.griffin.engine.table.DataFrameBwdRowCursor,8,12,Decorator;(Object)Adapter,4
io.questdb.griffin.engine.table.BwdDataFrameRowCursorFactory,1,2,(Object)Adapter,1
io.questdb.griffin.engine.table.DataFrameRowCursor,8,12,Decorator;(Object)Adapter,4
io.questdb.griffin.engine.table.DataFrameRowCursorFactory,1,2,(Object)Adapter,1
io.questdb.griffin.engine.table.SortedSymbolIndexRowCursorFactory,23,11,Decorator;State;(Object)Adapter,5
io.questdb.griffin.engine.table.SelectedRecordCursorFactory,16,35,Decorator;(Object)Adapter,5
io.questdb.cutlass.http.processors.TextImportProcessor,69,20,State;(Object)Adapter,3
io.questdb.cairo.vm.api.MemoryMARW,0,4,State;(Object)Adapter,2
io.questdb.cairo.SymbolMapWriter,84,79,State;(Object)Adapter,6
io.questdb.griffin.engine.table.LatestByValuesFilteredRecordCursor,18,9,Template Method;State;(Object)Adapter,3
io.questdb.network.NetworkFacade,0,672,State;Bridge;(Object)Adapter,14
io.questdb.cutlass.line.tcp.PlainTcpLineChannel,16,8,Decorator;State;(Object)Adapter,4
io.questdb.cutlass.line.udp.UdpLineChannel,20,12,Decorator;State;(Object)Adapter,5
io.questdb.cairo.wal.seq.SequencerMetadata,8,17,(Object)Adapter,1
io.questdb.cairo.wal.seq.TableSequencerImpl,170,185,State;(Object)Adapter,10
io.questdb.mp.MCSequence,0,2,(Object)Adapter,1
io.questdb.mp.MPSequence,1,1,(Object)Adapter,1
io.questdb.cairo.TableConverter,7,5,State;(Object)Adapter,3
io.questdb.std.CharSequenceObjHashMap,8,44,Template Method;(Object)Adapter,4
io.questdb.cutlass.text.CairoTextWriter,114,80,State;(Object)Adapter;Proxy,5
io.questdb.mp.FanOut,10,14,Decorator;(Object)Adapter,2
io.questdb.cairo.vm.api.MemoryCMARW,0,0,(Object)Adapter,1
io.questdb.cairo.IDGenerator,10,7,State;(Object)Adapter,2
io.questdb.cairo.wal.seq.TableTransactionLog,66,31,State;(Object)Adapter,7
io.questdb.cairo.map.CompactMapValue,12,53,(Object)Adapter,2
io.questdb.std.CharSequenceIntHashMap,8,24,Template Method;(Object)Adapter,2
io.questdb.cairo.BitmapIndexWriter,90,101,Decorator;State;(Object)Adapter;Proxy,9
io.questdb.cairo.frm.file.ContiguousFileFixFrameColumn,40,44,State;(Object)Adapter,4
io.questdb.cairo.frm.file.ContiguousFileVarFrameColumn,48,44,State;(Object)Adapter,4
io.questdb.griffin.engine.ops.OperationFutureImpl,60,29,State;(Object)Adapter,5
io.questdb.cairo.vm.api.MemoryCMR,0,0,(Object)Adapter,2
io.questdb.Metrics,48,34,(Object)Adapter;Proxy,4
io.questdb.cairo.ColumnVersionReader,57,52,State;(Object)Adapter,3
io.questdb.cutlass.line.tcp.SymbolCache,50,21,State;(Object)Adapter,5
io.questdb.std.ByteCharSequenceIntHashMap,11,15,(Object)Adapter,1
io.questdb.griffin.engine.RecordComparator,0,10,State;(Object)Adapter,5
io.questdb.cairo.vm.api.MemoryMAR,0,2,(Object)Adapter,1
io.questdb.cutlass.line.tcp.LineTcpMeasurementScheduler,126,27,State;(Object)Adapter,6
io.questdb.cutlass.line.tcp.LineTcpNetworkIOJob,44,28,State;(Object)Adapter,4
io.questdb.metrics.VirtualLongGauge,4,12,State;(Object)Adapter,2
io.questdb.cairo.frm.file.ContiguousFileColumnPool,1,3,(Object)Adapter,1
io.questdb.cairo.AbstractIndexReader,55,43,Bridge;(Object)Adapter,5
io.questdb.client.Sender,0,24,State;(Object)Adapter,2
io.questdb.griffin.CompiledQueryImpl,84,228,Template Method;State;(Object)Adapter,7
io.questdb.griffin.engine.ops.UpdateOperation,18,24,State;(Object)Adapter,2
io.questdb.cairo.map.CompactMapRecord,6,24,(Object)Adapter,1
io.questdb.cairo.map.MapRecord,0,4,State;(Object)Adapter,2
io.questdb.cairo.map.FastMapRecord,34,56,State;(Object)Adapter,2
io.questdb.griffin.engine.table.SymbolIndexFilteredRowCursor,56,24,Decorator;State;(Object)Adapter,7
io.questdb.griffin.engine.table.SymbolIndexFilteredRowCursorFactory,2,6,(Object)Adapter,1
io.questdb.std.IOURingImpl,32,10,State;(Object)Adapter,2
io.questdb.griffin.engine.ops.InsertOperationImpl,21,17,State;(Object)Adapter,5
io.questdb.cutlass.line.tcp.auth.EllipticCurveAuthenticator,78,23,State;(Object)Adapter,4
io.questdb.std.datetime.microtime.MicrosecondClock,0,26,State;Bridge;(Object)Adapter,26
io.questdb.cutlass.http.HttpResponseSink,54,26,State;(Object)Adapter,4
io.questdb.std.datetime.millitime.MillisecondClock,0,19,State;Bridge;(Object)Adapter,19
io.questdb.cairo.frm.file.RecycleBin,0,12,State;(Object)Adapter,6
io.questdb.cairo.frm.file.PartitionFrame,63,68,State;(Object)Adapter,7
io.questdb.cairo.RecordSink,0,8,State;(Object)Adapter,8
io.questdb.cairo.wal.WalEventCursor,9,7,(Object)Adapter,1
io.questdb.cairo.wal.SymbolMapDiffImpl,8,4,(Object)Adapter,1
io.questdb.cairo.sql.RecordMetadata,10,200,State;(Object)Adapter,10
io.questdb.network.EpollFacade,0,24,State;(Object)Adapter,3
io.questdb.network.EventFdSuspendEvent,6,6,Template Method;State;(Object)Adapter,3
io.questdb.cairo.ConcurrentBitmapIndexFwdReader,26,8,Decorator;(Object)Adapter,4
io.questdb.network.KqueueFacade,0,18,State;(Object)Adapter,3
io.questdb.network.PipeSuspendEvent,9,6,Template Method;State;(Object)Adapter,3
io.questdb.cairo.vm.MemoryFCRImpl,0,3,(Object)Adapter,1
io.questdb.cutlass.line.tcp.StaticPublicKeyRepo,2,0,(Object)Adapter,1
io.questdb.std.CharSequenceHashSet,6,34,Template Method;(Object)Adapter,2
io.questdb.metrics.GCMetrics,4,1,(Object)Adapter;Proxy,2
io.questdb.griffin.engine.ops.OperationDispatcher,8,1,Template Method;(Object)Adapter,2
io.questdb.cairo.security.SecurityContextFactory,6,4,State;(Object)Adapter,2
io.questdb.std.AssociativeCache,20,6,State;(Object)Adapter,2
io.questdb.griffin.model.QueryModel,510,773,(Object)Adapter;Proxy,5
io.questdb.griffin.ExpressionTreeBuilder,3,0,(Object)Adapter,1
io.questdb.cairo.LifecycleManager,0,2,State;(Object)Adapter,2
io.questdb.cairo.frm.FrameColumnPool,0,4,State;(Object)Adapter,2
io.questdb.griffin.engine.ops.DoneOperationFuture,1,7,(Object)Adapter,1
io.questdb.cairo.vm.api.MemoryR,0,104,State;(Object)Adapter,4
io.questdb.cairo.wal.seq.EmptyOperationCursor,1,5,(Object)Adapter,1
io.questdb.cutlass.pgwire.PgWireUserDatabase,0,2,State;(Object)Adapter,2
io.questdb.tasks.TelemetryTask,10,2,State;(Object)Adapter,2
io.questdb.tasks.TelemetryWalTask,20,2,State;(Object)Adapter,2
io.questdb.metrics.HealthMetricsImpl,2,1,State;(Object)Adapter,2
io.questdb.std.str.DirectCharSequence,3,5,(Object)Adapter,1
io.questdb.cairo.TableWriterAPI,0,57,State;(Object)Adapter,3
io.questdb.cairo.sql.NetworkSqlExecutionCircuitBreaker,52,70,State;(Object)Adapter,4
io.questdb.cairo.MemorySerializer,0,4,State;(Object)Adapter,2
io.questdb.cairo.sql.InsertOperation,0,10,State;(Object)Adapter,2
io.questdb.cairo.AbstractDataFrameCursorFactory,3,4,(Object)Adapter,1
io.questdb.std.datetime.DateFormat,0,42,Decorator;State,14
io.questdb.cairo.ptt.IsoWeekPartitionFormat,0,3,Decorator,1
io.questdb.cairo.ColumnTypes,0,6,Decorator;State,3
io.questdb.cairo.SymbolAsIntTypes,2,4,Decorator,2
io.questdb.cairo.AbstractRecordMetadata,8,26,Decorator,2
io.questdb.cairo.ArrayColumnTypes,2,10,Decorator,2
io.questdb.cairo.SingleColumnType,2,6,Decorator,2
io.questdb.cairo.SymbolAsStrTypes,2,2,Decorator,2
io.questdb.cairo.sql.RowCursor,0,15,Decorator;State,5
io.questdb.cairo.EmptyRowCursor,3,6,Decorator,3
io.questdb.cairo.BitmapIndexBwdNullReader,3,6,Decorator,3
io.questdb.cairo.BitmapIndexFwdNullReader,6,6,Decorator,3
io.questdb.cairo.BitmapIndexBwdReader,15,9,Decorator,3
io.questdb.griffin.engine.table.VirtualFunctionDirectSymbolRecordCursor,0,0,Decorator,1
io.questdb.griffin.engine.groupby.VirtualFunctionSkewedSymbolRecordCursor,1,2,Decorator,1
io.questdb.griffin.engine.join.RecordAsAFieldRecordCursorFactory,5,7,Decorator,2
io.questdb.griffin.engine.orderby.LimitedSizeSortedLightRecordCursor,24,18,Decorator;State,2
io.questdb.griffin.engine.orderby.SortedLightRecordCursor,16,17,Decorator;State,2
io.questdb.griffin.engine.orderby.SortedRecordCursor,12,19,Decorator;State,2
io.questdb.cairo.DefaultCairoConfiguration,12,182,Decorator,1
io.questdb.griffin.SqlCodeGenerator,134,62,Decorator;State,12
io.questdb.griffin.engine.table.AsyncFilteredRecordCursorFactory,24,15,Decorator;State,2
io.questdb.griffin.engine.table.FilteredRecordCursorFactory,3,6,Decorator,1
io.questdb.griffin.engine.table.LatestByRecordCursorFactory,55,31,Decorator;State,5
io.questdb.griffin.engine.union.AbstractSetRecordCursorFactory,10,6,Decorator;Template Method,2
io.questdb.griffin.engine.union.ExceptRecordCursorFactory,0,2,Decorator;Template Method,2
io.questdb.griffin.engine.union.UnionRecordCursorFactory,0,6,Decorator;Template Method,2
io.questdb.griffin.engine.union.IntersectRecordCursorFactory,0,2,Decorator;Template Method,2
io.questdb.griffin.engine.union.UnionAllRecordCursorFactory,0,4,Decorator;Template Method,2
io.questdb.griffin.engine.functions.SymbolFunction,0,90,Decorator,3
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunction,4,25,Decorator,2
io.questdb.griffin.engine.functions.groupby.LastSymbolGroupByFunction,0,2,Decorator,1
io.questdb.griffin.engine.functions.columns.SymbolColumn,15,32,Decorator;State,3
io.questdb.griffin.engine.functions.constants.SymbolConstant,5,9,Decorator,1
io.questdb.griffin.engine.functions.bind.CompiledFilterSymbolBindVariable,6,15,Decorator;State,2
io.questdb.griffin.engine.groupby.MapSymbolColumn,18,29,Decorator;State,3
io.questdb.griffin.engine.functions.GroupByFunction,0,16,Decorator,1
io.questdb.griffin.engine.functions.groupby.InterpolationGroupByFunction,7,40,Decorator,1
io.questdb.griffin.engine.functions.groupby.CountLongConstGroupByFunction,1,9,Decorator,1
io.questdb.griffin.engine.functions.groupby.AbstractCountGroupByFunction,2,8,Decorator,1
io.questdb.griffin.engine.table.LatestBySubQueryRecordCursorFactory,4,26,Decorator;State,2
io.questdb.cutlass.line.LineChannel,0,8,Decorator;Bridge,2
io.questdb.cutlass.line.tcp.DelegatingTlsChannel,42,8,Decorator;State,2
io.questdb.mp.Barrier,0,8,Decorator,1
io.questdb.cairo.sql.PageFrame,0,16,Decorator;State,2
io.questdb.cairo.TxReader,39,55,State,1
io.questdb.griffin.InsertRowImpl,15,5,State,3
io.questdb.griffin.RecordToRowCopier,0,2,State,2
io.questdb.std.Numbers,29,75,State,1
io.questdb.cutlass.text.SerialCsvFileImporter,64,16,State,4
io.questdb.mp.Worker,45,7,State,3
io.questdb.mp.WorkerCleaner,0,1,State,1
io.questdb.griffin.engine.functions.bind.NamedParameterLinkFunction,3,33,State,1
io.questdb.griffin.engine.functions.date.OffsetTimestampFunctionFromOffset,2,2,State,1
io.questdb.griffin.engine.functions.date.OffsetTimestampFunctionFromRules,6,4,State,2
io.questdb.griffin.engine.functions.eq.UuidEqUtils,6,4,State,2
io.questdb.griffin.engine.functions.str.TrimFunction,4,4,State,1
io.questdb.griffin.engine.functions.conditional.BinCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.CaseFunctionPicker,0,19,State,19
io.questdb.griffin.engine.functions.conditional.BooleanCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.ByteCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.CharCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.DateCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.DoubleCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.FloatCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoByteCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoIntCaseFunction,2,1,State,1
